nonfluent: MAXCAP[$t1],nonfluent: MAXCAP[$t2],nonfluent: MAXCAP[$t3],nonfluent: MAXCAP[$t4],nonfluent: MAXCAP[$sea],nonfluent: RAIN[$t1],nonfluent: RAIN[$t2],nonfluent: RAIN[$t3],nonfluent: RAIN[$t4],nonfluent: RAIN[$sea],nonfluent: DOWNSTREAM[$t1| $t1],nonfluent: DOWNSTREAM[$t1| $t2],nonfluent: DOWNSTREAM[$t1| $t3],nonfluent: DOWNSTREAM[$t1| $t4],nonfluent: DOWNSTREAM[$t1| $sea],nonfluent: DOWNSTREAM[$t2| $t1],nonfluent: DOWNSTREAM[$t2| $t2],nonfluent: DOWNSTREAM[$t2| $t3],nonfluent: DOWNSTREAM[$t2| $t4],nonfluent: DOWNSTREAM[$t2| $sea],nonfluent: DOWNSTREAM[$t3| $t1],nonfluent: DOWNSTREAM[$t3| $t2],nonfluent: DOWNSTREAM[$t3| $t3],nonfluent: DOWNSTREAM[$t3| $t4],nonfluent: DOWNSTREAM[$t3| $sea],nonfluent: DOWNSTREAM[$t4| $t1],nonfluent: DOWNSTREAM[$t4| $t2],nonfluent: DOWNSTREAM[$t4| $t3],nonfluent: DOWNSTREAM[$t4| $t4],nonfluent: DOWNSTREAM[$t4| $sea],nonfluent: DOWNSTREAM[$sea| $t1],nonfluent: DOWNSTREAM[$sea| $t2],nonfluent: DOWNSTREAM[$sea| $t3],nonfluent: DOWNSTREAM[$sea| $t4],nonfluent: DOWNSTREAM[$sea| $sea],nonfluent: HIGH_BOUND[$t1],nonfluent: HIGH_BOUND[$t2],nonfluent: HIGH_BOUND[$t3],nonfluent: HIGH_BOUND[$t4],nonfluent: HIGH_BOUND[$sea],nonfluent: LOW_BOUND[$t1],nonfluent: LOW_BOUND[$t2],nonfluent: LOW_BOUND[$t3],nonfluent: LOW_BOUND[$t4],nonfluent: LOW_BOUND[$sea],action: flow[$t1],action: flow[$t2],action: flow[$t3],action: flow[$t4],action: flow[$sea],states: rlevel[$t1],states: rlevel[$t2],states: rlevel[$t3],states: rlevel[$t4],states: rlevel[$sea]
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,8.95411219654382,3.573439001920436,14.105780647081081,98.46385245844651,0.0,29.762233459582554,42.05968032946856,113.0573425900944,126.78281756089464,2623.3379260599604
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,2.9526642464725077,10.353902247760058,102.34693313132341,21.229458255034878,0.0,25.808121263038736,57.44035352409195,122.52500094493374,72.42474574952921,2726.801778518407
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.1880570043144476,33.530609833151445,16.153695807480965,118.21432355341183,0.0,27.855457016566227,60.039115522804394,50.53197006137039,183.54222062581772,2753.031236773442
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,6.770110810374762,6.36856447189217,32.4680636724708,11.763559884234823,0.0,29.66740001225178,39.696562693967394,87.90888408704086,111.48159287988685,2876.2455603268536
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.9462514778764137,19.210961558719262,52.13322374445614,111.90826977007794,0.0,27.897289201877015,50.09810903244998,81.80938488646223,162.18609666812284,2893.0091202110884
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,5.493112144366263,15.572808490713157,35.604446986708034,32.511115104953205,0.0,28.951037724000603,44.83339895160714,68.88712270072534,132.41105064250104,3009.9173899811663
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.43313539267805845,10.738613765122084,28.318578316772925,14.142480501947755,0.0,28.457925579634335,44.753702605260244,68.85548420473046,165.50438252425587,3047.4285050861195
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.7499697693204469,1.001870357628857,43.27094117157666,91.12907627807525,0.0,33.024790186956274,44.44822423281622,71.27551965307961,209.68048033908104,3066.5709855880673
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,10.13198233865753,0.6510965416062084,20.6105824607844,41.99107404110495,0.0,37.27482041763583,54.19632364450781,49.006448839131814,191.82234523258245,3162.7000618661427
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,8.251698769926818,16.57891605791322,17.983608274809416,173.32125538236414,0.0,32.1428380789783,73.67720944155911,49.04696291995363,200.4418536522619,3209.691135907248
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,8.102354097498713,26.500763592085658,5.816008573166015,23.98148768942302,0.0,28.891139309051482,75.34999215357271,67.64227070305743,75.10420654470717,3388.012391289612
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,2.259426946273706,4.588621714003068,83.9078660801371,66.88661744821232,0.0,25.78878521155277,66.95158265898577,108.32702572197708,86.93872742845016,3416.993878979035
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.5700892012835683,19.373352924145394,13.169586053198671,4.162696466835919,0.0,28.529358265279065,74.62238789125641,49.007781355843036,133.95997606037494,3488.880496427247
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.490916407324713,37.29036977711787,10.1295857115001,149.43405100513098,0.0,29.959269063995496,68.81912416839458,75.21154822678976,172.9668656467377,3498.043192894083
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.23262283424999078,16.32245029985324,53.10186747999489,3.339437401770446,0.0,30.46835265667078,46.019670798601425,122.37233229240752,63.662400353106804,3652.477243899214
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.1161022723348712,3.657624617347038,58.15079695169594,26.17956979220294,0.0,35.235729822420794,39.92984333299817,105.59291511226587,143.42483043133126,3660.8166813009843
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.09814783332971674,7.596741870303823,32.95637485125211,89.58112395533564,0.0,37.11962755008592,49.388320987986,71.09974277791697,205.39605759082428,3691.9962510931873
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.482542382525307,20.13616892069003,18.848030203232586,134.6816464892806,0.0,42.021479716756204,51.889726951011895,65.74010979696868,178.77130848674074,3786.5773750485228
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,16.47887878307467,13.576276100048618,27.836496176364246,42.81741111485256,0.0,42.538937334230894,46.23610041284718,87.02824851442612,92.93769220069271,3926.259021537803
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,9.85093339975131,38.97933342240716,49.85911192126049,51.76472442153504,0.0,31.060058551156224,59.13870309587323,92.76802843811049,107.9567772622044,3974.0764326526555
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.35231270429485345,7.084712935119304,28.084694224973592,90.40279176491624,0.0,26.209125151404912,40.01030307321739,101.88824993925715,136.05116476192984,4030.8411570741905
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.525295146341661,11.298103648804155,48.64435294666326,71.2989246399495,0.0,30.85681244711006,43.27790284239294,100.88826864940286,103.73306722198718,4126.243948839106
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,10.623662848205518,11.170815540085313,24.29626282180306,22.08729424226097,0.0,31.331517300768397,46.50509433993045,83.54201935154376,111.07849552870096,4202.542873479056
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.5130855360289477,15.714099984798098,64.52197587490224,35.78955065171917,0.0,25.707854452562877,55.95794164805066,90.41657206982602,143.28746410824306,4229.630167721317
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,2.631985838050362,18.684278269901284,27.784008386570214,165.91736888383812,0.0,29.19476891653393,51.7569271992815,61.608696179721875,202.01988933142613,4270.419718373036
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.739355575427514,23.185984406588485,19.210098336273596,40.10257439209983,0.0,31.56278307848357,45.704634767430576,72.50896606305295,93.88652883415821,4441.337087256874
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.15084220416458993,6.6038428516496355,51.02788968418964,55.84672483090288,0.0,32.82342750305605,36.258005936269605,96.48485213336784,102.99405277833199,4486.439661648974
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.2743142864598713,10.735333007729507,37.433964094123226,9.64293439768888,0.0,37.67258529889146,39.80500528878456,72.06080530082784,128.17521763161875,4547.2863864798765
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,7.829804217127654,10.885083639658943,41.851216563955084,108.937250368598,0.0,39.39827101243159,42.34398656751492,65.36217421443412,185.9662473280531,4561.929320877565
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,7.29993431577656,4.664692003259559,12.67183717859685,80.92576983870264,0.0,36.56846679530394,49.288707144983626,54.39604129013798,148.8802135234102,4675.866571246163
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,10.59380945054856,36.333837959228376,20.178910213119,69.010719914054,0.0,34.26853247952738,61.923949457500626,66.3888961148007,110.6262808633044,4761.792341084866
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.3671667838818407,4.925914172798483,76.0466845907323,55.942589749661934,0.0,28.674723028978818,46.18392094882081,102.54382386091008,91.7944711623694,4835.80306099892
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.162342648614598,23.16666272705574,10.017971687795818,31.657558601640964,0.0,32.307556245096976,52.62517355990417,51.42305344297627,141.89856600343978,4896.745650748582
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,7.842429806161669,8.890436195501566,1.307153663275154,11.146867892966922,0.0,33.14521359648238,43.62085348146303,84.57174448223618,150.25897908959462,4933.403209350223
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.17201568356312616,19.56975236404117,19.723080390727937,104.68149131981578,0.0,30.30278379032071,52.57284709212313,112.15502701446259,170.41926485990285,4949.55007724319
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.4806049397363588,7.3290330355386875,51.653101203051406,48.006047122919774,0.0,35.130768106757586,43.175110411645086,132.0016989877758,115.460853930815,5059.231568563006
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,2.19029862409145,0.16976697362007104,20.063431135105468,105.48544729217117,0.0,38.650163167021226,47.32668231584276,107.67763082026308,149.10790801094663,5112.237615685925
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,21.44448066481776,2.7590177466221606,70.17314154800619,65.75747010076796,0.0,41.45986454292978,59.347213966314136,107.78396665877769,93.68589185388092,5222.723062978097
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.886058424266891,67.50568935141472,31.46262649145133,103.96929254905974,0.0,25.01538387811202,88.03267688450974,60.369842857393664,128.10156330111914,5293.480533078865
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.9245134762204076,12.679553365424148,30.772257203404667,38.80554337392526,0.0,25.129325453845127,35.413045957361916,116.41290571735705,85.59489724351073,5402.449825627925
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,8.469454631282794,4.2678663494690054,64.66469343930997,10.796791365006378,0.0,29.20481197762472,33.65800606815817,118.32020187937653,107.56161107299013,5446.25536900185
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.780661810453391,14.789525359277182,52.36344836151851,42.26952402399449,0.0,25.73535734634192,47.859594349971964,77.92337478953556,191.42951314729373,5462.052160366857
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.7387760224580275,2.303017210024192,17.949188610450243,18.532466694395765,0.0,25.95469553588853,47.85073080114817,60.34945178729423,231.52343748481775,5509.321684390851
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.5699311212825795,17.677129897364996,12.786191743806109,171.1559414354283,0.0,27.215919513430503,59.286489613582,64.70328038686817,260.94015940087223,5532.854151085247
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,10.519659346175116,14.102213603398146,22.261874303269295,93.35379659195138,0.0,30.645988392147927,53.17929083749959,89.59421854042705,132.57040970925004,5709.010092520675
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,2.6310592366220305,12.421076633176426,61.67452580833463,40.423420980872706,0.0,25.12632904597281,59.59673658027656,101.4345578405559,91.47848742056796,5807.363889112627
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.014551259931258035,36.86032467962765,38.45786153781406,69.04739505183895,0.0,27.49526980935078,59.80671918372217,72.18110866539769,142.7295922480299,5852.787310093499
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,0.5869284753788664,0.9224125524220459,57.13374409073279,111.9869060566002,0.0,32.48071854941952,32.96094576402579,90.58357180721129,142.140058734005,5926.834705145338
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,9.33267882442699,5.920116814145576,3.052450235961697,6.459289972788103,0.0,36.89379007404065,42.62546168698261,54.37224026890054,117.2868967681376,6043.821611201938
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,8.10337369277277,8.590188813950329,4.023961887510273,17.135448647150145,0.0,32.56111124961366,56.03802369726402,77.23990684708441,143.88005703131117,6055.280901174726
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,4.3646565412189675,0.9046000271593244,13.536277086549418,61.10780523820522,0.0,29.45773755684089,65.55120857608647,101.80613377352448,160.76857027167128,6077.416349821876
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,10.07097246431298,52.05226588971219,7.8139941616942385,8.03768240536396,0.0,30.093081015621923,79.01126509014611,109.17445671413438,143.19704212001545,6143.524155060081
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.597220964726115,15.503771312300064,120.07114618776225,133.82026872854277,0.0,25.02210855130894,47.0299716647469,173.41272844215234,172.97335387634573,6156.561837465445
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,7.629676237549116,9.710731412964156,40.82649580983259,34.811361588081795,0.0,28.424887586582823,43.12342131717295,88.84535356669015,189.2242313355652,6295.382106193988
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.4876586813638506,23.70700320642021,41.86777921264047,95.43563250072609,0.0,25.79521134903371,51.04236614175791,77.72958916982171,225.23936555731598,6335.19346778207
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,3.3812480008356176,5.055128094137709,27.54327354353697,108.11041011472199,0.0,29.30755266766986,38.82302161670155,79.56881316360145,201.67151226923036,6435.629100282796
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,9.331945755241394,9.447004643249631,6.596529763185852,75.0684941691191,0.0,30.92630466683424,47.149141523399464,77.08066771420219,151.10437569804535,6548.739510397518
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,6.345826201966222,21.944639257390012,29.600141292426148,46.11932704991736,0.0,26.59435891159285,57.03408263539123,99.93114259426596,112.6324112921121,6628.808004566637
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,2.262887728662129,1.8118823561689563,66.08507725628246,92.52672041541534,0.0,25.248532709626627,51.43526957996744,112.27564055922983,126.11322553462088,6679.927331616554
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,7.845658785909637,18.724651324030287,42.48509977991642,63.21732092247528,0.0,27.985644980964498,61.88627495246061,68.00244565911632,129.67158237548801,6777.454052031969
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,1.227421805982037,39.95933437952635,20.455863472143488,36.83059261119232,0.0,25.139986195054856,61.007282414339954,64.24199720323018,138.93936123292914,6845.671372954444
100.0,200.0,400.0,500.0,10000.0,5.0,10.0,20.0,30.0,5.0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,80.0,180.0,380.0,480.0,8000.0,20.0,20.0,20.0,20.0,20.0,7.306296654572442,1.8207701273828378,34.5574381883217,72.73804070027376,0.0,28.91256438907282,32.27536984079565,103.74546811061305,152.5646320938803,6887.501965565637
